Questions,17th/18th Century Philosophy,19th Century Philosophy,20th Century Philosophy,Aesthetics,African/Africana Philosophy,Ancient Greek and Roman Philosophy,Applied Ethics,Asian Philosophy,Continental Philosophy,Decision Theory,Epistemology,Feminist Philosophy,General Philosophy of Science,Logic and Philosophy of Logic,Medieval and Renaissance Philosophy,Meta-Ethics,Metaphilosophy,Metaphysics,Normative Ethics,Philosophy of Action,Philosophy of Biology,Philosophy of Cognitive Science,Philosophy of Computing and Information,"Philosophy of Gender, Race, and Sexuality",Philosophy of Language,Philosophy of Law,Philosophy of Mathematics,Philosophy of Mind,Philosophy of Physical Science,Philosophy of Religion,Philosophy of the Americas,Philosophy of Social Science,Social and Political Philosophy
Human genetic engineering,"Accept or lean towards:permissible: 0.581
","Accept or lean towards:permissible: 0.5227
","Accept or lean towards:permissible: 0.5672
","Accept or lean towards:permissible: 0.6167
","Accept or lean towards:permissible: 0.4
","Accept or lean towards:permissible: 0.5
","Accept or lean towards:permissible: 0.7426
","Accept or lean towards:permissible: 0.55
","Accept or lean towards:permissible: 0.4872
","Accept or lean towards:permissible: 0.7568
","Accept or lean towards:permissible: 0.6783
","Accept or lean towards:permissible: 0.5417
","Accept or lean towards:permissible: 0.7442
","Accept or lean towards:permissible: 0.6146
","Accept or lean towards:impermissible: 0.4516
Accept or lean towards:permissible: 0.4194
","Accept or lean towards:permissible: 0.62
","Accept or lean towards:permissible: 0.6735
","Accept or lean towards:permissible: 0.6437
","Accept or lean towards:permissible: 0.6582
","Accept or lean towards:permissible: 0.5455
","Accept or lean towards:permissible: 0.6875
","Accept or lean towards:permissible: 0.7172
","Accept or lean towards:permissible: 0.7333
","Accept or lean towards:permissible: 0.7241
","Accept or lean towards:permissible: 0.6404
","Accept or lean towards:permissible: 0.5484
","Accept or lean towards:permissible: 0.5833
","Accept or lean towards:permissible: 0.7091
","Accept or lean towards:permissible: 0.7143
","Accept or lean towards:permissible: 0.4592
","Agnostic/undecided: 0.4286
","Accept or lean towards:permissible: 0.7619
","Accept or lean towards:permissible: 0.6585
"
Hume,"Accept or lean towards:naturalist: 0.6275
","Accept or lean towards:naturalist: 0.5319
","Accept or lean towards:naturalist: 0.5385
","Accept or lean towards:naturalist: 0.5714
",*NA*,"Accept or lean towards:skeptic: 0.5283
","Accept or lean towards:naturalist: 0.5408
","Accept or lean towards:skeptic: 0.6
","Accept or lean towards:skeptic: 0.5435
","Accept or lean towards:naturalist: 0.6
","Accept or lean towards:naturalist: 0.565
","Accept or lean towards:naturalist: 0.5833
","Accept or lean towards:naturalist: 0.6408
","Accept or lean towards:naturalist: 0.5325
","Accept or lean towards:skeptic: 0.6129
","Accept or lean towards:naturalist: 0.595
","Accept or lean towards:naturalist: 0.4634
","Accept or lean towards:naturalist: 0.4585
","Accept or lean towards:naturalist: 0.5569
","Accept or lean towards:naturalist: 0.6094
","Accept or lean towards:naturalist: 0.6667
","Accept or lean towards:naturalist: 0.6709
","Accept or lean towards:naturalist: 0.5882
","Accept or lean towards:naturalist: 0.48
","Accept or lean towards:naturalist: 0.5862
","Accept or lean towards:naturalist: 0.5769
","Accept or lean towards:naturalist: 0.4828
","Accept or lean towards:naturalist: 0.5449
","Accept or lean towards:naturalist: 0.5556
","Accept or lean towards:skeptic: 0.4568
Accept or lean towards:naturalist: 0.4198
","Accept or lean towards:naturalist: 0.7143
","Accept or lean towards:naturalist: 0.5
","Accept or lean towards:naturalist: 0.6102
"
Immortality,"Accept or lean towards:yes: 0.463
","Accept or lean towards:no: 0.6364
","Accept or lean towards:no: 0.5263
","Accept or lean towards:yes: 0.4754
",*NA*,"Accept or lean towards:no: 0.4576
","Accept or lean towards:yes: 0.4895
","Accept or lean towards:yes: 0.3462
Accept or lean towards:no: 0.3462
","Accept or lean towards:no: 0.5745
","Accept or lean towards:yes: 0.5429
","Accept or lean towards:yes: 0.4854
","Accept or lean towards:no: 0.5778
","Accept or lean towards:no: 0.4609
","Accept or lean towards:yes: 0.5347
","Accept or lean towards:yes: 0.7429
","Accept or lean towards:yes: 0.4903
","Accept or lean towards:yes: 0.4286
Accept or lean towards:no: 0.4286
","Accept or lean towards:yes: 0.5376
","Accept or lean towards:yes: 0.498
","Accept or lean towards:no: 0.4268
Accept or lean towards:yes: 0.4146
","Accept or lean towards:no: 0.4444
","Accept or lean towards:no: 0.4854
","Accept or lean towards:yes: 0.5882
","Accept or lean towards:no: 0.5161
","Accept or lean towards:yes: 0.4409
Accept or lean towards:no: 0.4355
","Accept or lean towards:yes: 0.5161
","Accept or lean towards:yes: 0.5833
","Accept or lean towards:no: 0.416
Accept or lean towards:yes: 0.4118
","Accept or lean towards:no: 0.4634
","Accept or lean towards:yes: 0.7658
","Accept or lean towards:no: 0.5
","Accept or lean towards:yes: 0.4878
Accept or lean towards:no: 0.4634
","Accept or lean towards:no: 0.4724
"
Interlevel metaphysics,"Accept or lean towards:grounding: 0.4118
","Accept or lean towards:realization: 0.3571
","Accept or lean towards:realization: 0.2553
Accept or lean towards:grounding: 0.234
Agnostic/undecided: 0.2128
","Accept or lean towards:grounding: 0.3077
",*NA*,"Accept or lean towards:grounding: 0.5
","Accept or lean towards:supervenience: 0.3393
","Accept or lean towards:supervenience: 0.3
","Accept or lean towards:grounding: 0.2917
","Accept or lean towards:supervenience: 0.3333
","Accept or lean towards:grounding: 0.2995
","Accept or lean towards:grounding: 0.2632
Accept or lean towards:supervenience: 0.2632
","Accept or lean towards:realization: 0.2424
Accept or lean towards:supervenience: 0.2424
","Accept or lean towards:grounding: 0.2738
Accept or lean towards:supervenience: 0.2262
","Accept or lean towards:grounding: 0.4615
","Accept or lean towards:grounding: 0.4951
","Accept or lean towards:identity: 0.3261
","Accept or lean towards:grounding: 0.3884
","Accept or lean towards:grounding: 0.3276
","Accept or lean towards:grounding: 0.3448
","Accept or lean towards:realization: 0.2778
Accept or lean towards:supervenience: 0.2778
","Accept or lean towards:realization: 0.3846
","Accept or lean towards:realization: 0.3846
Accept or lean towards:supervenience: 0.3846
","Accept or lean towards:grounding: 0.2667
Accept or lean towards:realization: 0.2667
Accept or lean towards:supervenience: 0.2667
","Accept or lean towards:grounding: 0.2981
Accept or lean towards:supervenience: 0.2671
","Accept or lean towards:supervenience: 0.4
","Accept or lean towards:grounding: 0.2593
Accept or lean towards:supervenience: 0.2222
","Accept or lean towards:realization: 0.3027
Accept or lean towards:grounding: 0.2541
Accept or lean towards:supervenience: 0.3027
","Accept or lean towards:grounding: 0.2703
","Accept or lean towards:grounding: 0.4627
","Agnostic/undecided: 0.5
","Accept or lean towards:realization: 0.2581
Accept or lean towards:supervenience: 0.2258
","Accept or lean towards:supervenience: 0.2576
Accept or lean towards:grounding: 0.2424
Agnostic/undecided: 0.2273
"
Justification,"Accept or lean towards:reliabilism: 0.3187
Accept or lean towards:coherentism: 0.2967
","Accept or lean towards:coherentism: 0.5128
","Accept or lean towards:coherentism: 0.2667
Accept or lean towards:reliabilism: 0.2167
","Accept or lean towards:reliabilism: 0.3654
",*NA*,"Accept or lean towards:nonreliabilist foundationalism: 0.3469
","Accept or lean towards:reliabilism: 0.3462
Accept or lean towards:coherentism: 0.3365
","Accept or lean towards:coherentism: 0.5
","Accept or lean towards:coherentism: 0.4
","Accept or lean towards:reliabilism: 0.3243
","Accept or lean towards:nonreliabilist foundationalism: 0.3803
Accept or lean towards:reliabilism: 0.338
","Accept or lean towards:coherentism: 0.3824
","Accept or lean towards:reliabilism: 0.3761
","Accept or lean towards:reliabilism: 0.2826
Accept or lean towards:nonreliabilist foundationalism: 0.2717
","Accept or lean towards:reliabilism: 0.5
","Accept or lean towards:nonreliabilist foundationalism: 0.3014
Accept or lean towards:coherentism: 0.274
Accept or lean towards:reliabilism: 0.2671
","Accept or lean towards:reliabilism: 0.2979
","Accept or lean towards:nonreliabilist foundationalism: 0.3574
Accept or lean towards:reliabilism: 0.3362
","Accept or lean towards:reliabilism: 0.2984
Accept or lean towards:coherentism: 0.2775
Accept or lean towards:nonreliabilist foundationalism: 0.2618
","Accept or lean towards:reliabilism: 0.3521
","Accept or lean towards:reliabilism: 0.4651
","Accept or lean towards:reliabilism: 0.5104
","Accept or lean towards:coherentism: 0.4
","Accept or lean towards:reliabilism: 0.3636
Accept or lean towards:coherentism: 0.3182
","Accept or lean towards:reliabilism: 0.4162
","Accept or lean towards:coherentism: 0.3846
","Accept or lean towards:reliabilism: 0.3438
","Accept or lean towards:reliabilism: 0.4471
","Accept or lean towards:reliabilism: 0.4063
","Accept or lean towards:nonreliabilist foundationalism: 0.4059
","Accept or lean towards:coherentism: 0.4
","Accept or lean towards:reliabilism: 0.4706
","Accept or lean towards:coherentism: 0.3846
"
Kant,"Accept or lean towards:one world: 0.4848
","Accept or lean towards:one world: 0.5
","Accept or lean towards:one world: 0.5077
","Accept or lean towards:one world: 0.5814
",*NA*,"Accept or lean towards:one world: 0.4762
","Accept or lean towards:one world: 0.4886
","Accept or lean towards:one world: 0.5882
","Accept or lean towards:one world: 0.5385
","Accept or lean towards:two worlds: 0.4615
","Accept or lean towards:one world: 0.3934
Accept or lean towards:two worlds: 0.3934
","Accept or lean towards:one world: 0.5517
","Accept or lean towards:one world: 0.4667
","Accept or lean towards:two worlds: 0.4167
Accept or lean towards:one world: 0.3833
","Accept or lean towards:one world: 0.4444
Accept or lean towards:two worlds: 0.4074
","Accept or lean towards:one world: 0.4141
","Accept or lean towards:one world: 0.4595
","Accept or lean towards:one world: 0.3955
Accept or lean towards:two worlds: 0.3785
","Accept or lean towards:one world: 0.461
","Accept or lean towards:one world: 0.3968
Accept or lean towards:two worlds: 0.3492
","Accept or lean towards:one world: 0.4
","Accept or lean towards:one world: 0.4762
","Accept or lean towards:two worlds: 0.4
","Accept or lean towards:two worlds: 0.3889
","Accept or lean towards:one world: 0.4153
","Accept or lean towards:two worlds: 0.3929
Accept or lean towards:one world: 0.3571
","Accept or lean towards:one world: 0.4231
","Accept or lean towards:one world: 0.4968
","Accept or lean towards:one world: 0.4074
","Accept or lean towards:two worlds: 0.4627
",*NA*,"Accept or lean towards:one world: 0.4286
","Accept or lean towards:one world: 0.486
"
Law,"Accept or lean towards:legal positivism: 0.459
Accept or lean towards:legal non-positivism: 0.4426
","Accept or lean towards:legal non-positivism: 0.5294
","Accept or lean towards:legal non-positivism: 0.5111
","Accept or lean towards:legal non-positivism: 0.4211
",*NA*,"Accept or lean towards:legal non-positivism: 0.5476
","Accept or lean towards:legal non-positivism: 0.57
","Accept or lean towards:legal non-positivism: 0.5556
","Accept or lean towards:legal non-positivism: 0.5556
","Accept or lean towards:legal positivism: 0.8571
","Accept or lean towards:legal non-positivism: 0.3969
Accept or lean towards:legal positivism: 0.3893
","Accept or lean towards:legal non-positivism: 0.5172
","Accept or lean towards:legal positivism: 0.4259
","Accept or lean towards:legal non-positivism: 0.4035
Accept or lean towards:legal positivism: 0.3684
","Accept or lean towards:legal non-positivism: 0.7391
","Accept or lean towards:legal positivism: 0.4434
Accept or lean towards:legal non-positivism: 0.4057
","Accept or lean towards:legal positivism: 0.4074
Accept or lean towards:legal non-positivism: 0.3704
","Accept or lean towards:legal non-positivism: 0.4508
","Accept or lean towards:legal non-positivism: 0.4826
","Accept or lean towards:legal positivism: 0.4259
Accept or lean towards:legal non-positivism: 0.4074
","Accept or lean towards:legal positivism: 0.5833
","Accept or lean towards:legal positivism: 0.5952
","Accept or lean towards:legal non-positivism: 0.5
","Accept or lean towards:legal positivism: 0.4375
","Accept or lean towards:legal positivism: 0.3776
Accept or lean towards:legal non-positivism: 0.3673
","Accept or lean towards:legal non-positivism: 0.4857
","Accept or lean towards:legal non-positivism: 0.625
","Accept or lean towards:legal positivism: 0.4513
","Accept or lean towards:legal positivism: 0.3684
Accept or lean towards:legal non-positivism: 0.3684
","Accept or lean towards:legal non-positivism: 0.5957
",*NA*,"Accept or lean towards:legal positivism: 0.6333
","Accept or lean towards:legal non-positivism: 0.4892
"
Material composition,"Accept or lean towards:restrictivism: 0.3922
","Accept or lean towards:restrictivism: 0.3333
","Accept or lean towards:restrictivism: 0.2917
Accept or lean towards:universalism: 0.2917
","Accept or lean towards:restrictivism: 0.2963
Accept or lean towards:universalism: 0.2593
",*NA*,"Accept or lean towards:restrictivism: 0.4412
","Accept or lean towards:universalism: 0.2653
Agnostic/undecided: 0.2449
","Accept or lean towards:nihilism: 0.4545
","Accept or lean towards:universalism: 0.3684
","Accept or lean towards:universalism: 0.5
","Accept or lean towards:restrictivism: 0.3987
","Accept or lean towards:restrictivism: 0.2727
There is no fact of the matter: 0.2727
","Accept or lean towards:restrictivism: 0.3714
","Accept or lean towards:universalism: 0.3881
","Accept or lean towards:restrictivism: 0.85
","Accept or lean towards:restrictivism: 0.4103
","Accept or lean towards:universalism: 0.3256
Accept or lean towards:restrictivism: 0.2791
","Accept or lean towards:restrictivism: 0.4093
","Accept or lean towards:restrictivism: 0.3488
","Accept or lean towards:restrictivism: 0.5102
","Accept or lean towards:restrictivism: 0.4545
","Accept or lean towards:restrictivism: 0.3409
","Accept or lean towards:restrictivism: 0.4444
","Agnostic/undecided: 0.375
","Accept or lean towards:universalism: 0.4167
","Accept or lean towards:restrictivism: 0.5
","Accept or lean towards:universalism: 0.32
","Accept or lean towards:restrictivism: 0.4104
","Accept or lean towards:universalism: 0.4
Accept or lean towards:restrictivism: 0.36
","Accept or lean towards:restrictivism: 0.5588
",*NA*,"Accept or lean towards:nihilism: 0.2667
Agnostic/undecided: 0.2667
","Accept or lean towards:universalism: 0.2791
Agnostic/undecided: 0.2558
"
Metaontology,"Accept or lean towards:heavyweight realism: 0.3429
","Accept or lean towards:deflationary realism: 0.2703
Accept or lean towards:anti-realism: 0.2432
","Accept or lean towards:deflationary realism: 0.2653
Accept or lean towards:heavyweight realism: 0.2449
Accept or lean towards:anti-realism: 0.2245
","Accept or lean towards:heavyweight realism: 0.3953
",*NA*,"Accept or lean towards:heavyweight realism: 0.4848
","Accept or lean towards:heavyweight realism: 0.2909
Accept or lean towards:deflationary realism: 0.2909
","Accept or lean towards:deflationary realism: 0.3077
","Accept or lean towards:anti-realism: 0.2963
","Accept or lean towards:heavyweight realism: 0.4118
","Accept or lean towards:heavyweight realism: 0.4032
","Accept or lean towards:deflationary realism: 0.4706
","Accept or lean towards:deflationary realism: 0.3111
Accept or lean towards:heavyweight realism: 0.2778
","Accept or lean towards:heavyweight realism: 0.4177
","Accept or lean towards:heavyweight realism: 0.65
","Accept or lean towards:heavyweight realism: 0.5189
","Accept or lean towards:heavyweight realism: 0.3261
","Accept or lean towards:heavyweight realism: 0.5714
","Accept or lean towards:heavyweight realism: 0.4464
","Accept or lean towards:heavyweight realism: 0.38
Accept or lean towards:deflationary realism: 0.38
","Accept or lean towards:deflationary realism: 0.3929
","Accept or lean towards:deflationary realism: 0.3714
","Accept or lean towards:heavyweight realism: 0.5
","Accept or lean towards:deflationary realism: 0.4545
","Accept or lean towards:heavyweight realism: 0.3608
Accept or lean towards:deflationary realism: 0.3418
","Agnostic/undecided: 0.3529
","Accept or lean towards:heavyweight realism: 0.3846
","Accept or lean towards:heavyweight realism: 0.3758
Accept or lean towards:deflationary realism: 0.3394
","Accept or lean towards:heavyweight realism: 0.3548
Accept or lean towards:deflationary realism: 0.3226
","Accept or lean towards:heavyweight realism: 0.6479
","Accept or lean towards:heavyweight realism: 0.2
Accept or lean towards:deflationary realism: 0.2
Accept or lean towards:anti-realism: 0.2
Accept an alternative view: 0.2
Agnostic/undecided: 0.2
","Accept or lean towards:deflationary realism: 0.4583
","Accept or lean towards:deflationary realism: 0.3492
"
Method in history of philosophy,"Accept or lean towards:contextual/historicist: 0.6055
Accept or lean towards:analytic/rational reconstruction: 0.578
","Accept or lean towards:contextual/historicist: 0.6875
","Accept or lean towards:contextual/historicist: 0.5263
Accept or lean towards:analytic/rational reconstruction: 0.5
","Accept or lean towards:contextual/historicist: 0.6667
","Accept or lean towards:contextual/historicist: 0.6667
","Accept or lean towards:contextual/historicist: 0.5714
","Accept or lean towards:analytic/rational reconstruction: 0.5888
","Accept or lean towards:contextual/historicist: 0.7273
","Accept or lean towards:contextual/historicist: 0.7843
","Accept or lean towards:analytic/rational reconstruction: 0.6957
","Accept or lean towards:analytic/rational reconstruction: 0.6502
","Accept or lean towards:contextual/historicist: 0.5641
","Accept or lean towards:contextual/historicist: 0.5405
","Accept or lean towards:analytic/rational reconstruction: 0.7416
","Accept or lean towards:contextual/historicist: 0.6286
","Accept or lean towards:analytic/rational reconstruction: 0.688
","Accept or lean towards:analytic/rational reconstruction: 0.6222
","Accept or lean towards:analytic/rational reconstruction: 0.7286
","Accept or lean towards:analytic/rational reconstruction: 0.6816
","Accept or lean towards:analytic/rational reconstruction: 0.6
","Accept or lean towards:contextual/historicist: 0.6744
","Accept or lean towards:analytic/rational reconstruction: 0.5904
","Accept or lean towards:analytic/rational reconstruction: 0.9333
","Accept or lean towards:contextual/historicist: 0.5
","Accept or lean towards:analytic/rational reconstruction: 0.6859
","Accept or lean towards:analytic/rational reconstruction: 0.6364
","Accept or lean towards:analytic/rational reconstruction: 0.5357
Accept or lean towards:contextual/historicist: 0.5
","Accept or lean towards:analytic/rational reconstruction: 0.6702
","Accept or lean towards:contextual/historicist: 0.4474
","Accept or lean towards:analytic/rational reconstruction: 0.7024
","Accept or lean towards:contextual/historicist: 0.6667
","Accept or lean towards:analytic/rational reconstruction: 0.5135
Accept or lean towards:contextual/historicist: 0.4865
","Accept or lean towards:analytic/rational reconstruction: 0.6319
"
Method in political philosophy,"Accept or lean towards:non-ideal theory: 0.5811
","Accept or lean towards:non-ideal theory: 0.6341
","Accept or lean towards:non-ideal theory: 0.7234
","Accept or lean towards:non-ideal theory: 0.6154
","Accept or lean towards:non-ideal theory: 1.0
","Accept or lean towards:non-ideal theory: 0.5556
","Accept or lean towards:non-ideal theory: 0.6077
","Accept or lean towards:non-ideal theory: 0.75
","Accept or lean towards:non-ideal theory: 0.6944
","Accept or lean towards:non-ideal theory: 0.4545
Accept or lean towards:ideal theory: 0.4091
","Accept or lean towards:non-ideal theory: 0.5355
","Accept or lean towards:non-ideal theory: 0.7222
","Accept or lean towards:non-ideal theory: 0.6857
","Accept or lean towards:non-ideal theory: 0.6471
","Accept or lean towards:non-ideal theory: 0.6818
","Accept or lean towards:non-ideal theory: 0.4574
","Accept or lean towards:non-ideal theory: 0.6579
","Accept or lean towards:non-ideal theory: 0.4929
","Accept or lean towards:non-ideal theory: 0.5545
","Accept or lean towards:non-ideal theory: 0.4444
","Accept or lean towards:non-ideal theory: 0.6875
","Accept or lean towards:non-ideal theory: 0.7727
","Accept or lean towards:non-ideal theory: 0.7778
","Accept or lean towards:non-ideal theory: 0.7059
","Accept or lean towards:non-ideal theory: 0.4957
","Accept or lean towards:non-ideal theory: 0.6765
","Accept or lean towards:non-ideal theory: 0.4667
","Accept or lean towards:non-ideal theory: 0.5441
","Accept or lean towards:non-ideal theory: 0.5263
","Accept or lean towards:non-ideal theory: 0.4746
","Accept or lean towards:non-ideal theory: 0.8333
","Accept or lean towards:non-ideal theory: 0.6571
","Accept or lean towards:non-ideal theory: 0.6647
"
Mind uploading,"Accept or lean towards:death: 0.604
","Accept or lean towards:death: 0.6154
","Accept or lean towards:death: 0.5636
","Accept or lean towards:death: 0.629
",*NA*,"Accept or lean towards:death: 0.64
","Accept or lean towards:death: 0.5238
","Accept or lean towards:death: 0.5909
","Accept or lean towards:death: 0.6216
","Accept or lean towards:survival: 0.5
","Accept or lean towards:death: 0.5155
","Accept or lean towards:survival: 0.4103
Accept or lean towards:death: 0.4103
","Accept or lean towards:death: 0.4365
","Accept or lean towards:death: 0.4946
","Accept or lean towards:death: 0.8571
","Accept or lean towards:death: 0.5106
","Accept or lean towards:death: 0.383
Accept or lean towards:survival: 0.3404
","Accept or lean towards:death: 0.5615
","Accept or lean towards:death: 0.5395
","Accept or lean towards:death: 0.5974
","Accept or lean towards:death: 0.425
Accept or lean towards:survival: 0.375
","Accept or lean towards:death: 0.505
","Accept or lean towards:survival: 0.4737
","Accept or lean towards:death: 0.5357
","Accept or lean towards:death: 0.5053
","Accept or lean towards:death: 0.5185
","Accept or lean towards:death: 0.5455
","Accept or lean towards:death: 0.5277
","Accept or lean towards:death: 0.55
","Accept or lean towards:death: 0.7273
","Accept or lean towards:survival: 0.4
","Accept or lean towards:survival: 0.4545
","Accept or lean towards:death: 0.5294
"
Moral principles,"Accept or lean towards:moral generalism: 0.5699
","Accept or lean towards:moral generalism: 0.4524
Accept or lean towards:moral particularism: 0.4048
","Accept or lean towards:moral particularism: 0.4928
","Accept or lean towards:moral generalism: 0.55
",*NA*,"Accept or lean towards:moral generalism: 0.463
Accept or lean towards:moral particularism: 0.463
","Accept or lean towards:moral generalism: 0.7037
","Accept or lean towards:moral particularism: 0.4762
Accept or lean towards:moral generalism: 0.4286
","Accept or lean towards:moral generalism: 0.4103
","Accept or lean towards:moral generalism: 0.7576
","Accept or lean towards:moral generalism: 0.5117
","Accept or lean towards:moral generalism: 0.4878
","Accept or lean towards:moral generalism: 0.5196
","Accept or lean towards:moral particularism: 0.5122
","Accept or lean towards:moral generalism: 0.5172
","Accept or lean towards:moral generalism: 0.6125
","Accept or lean towards:moral generalism: 0.4889
Accept or lean towards:moral particularism: 0.4444
","Accept or lean towards:moral generalism: 0.5286
","Accept or lean towards:moral generalism: 0.692
","Accept or lean towards:moral generalism: 0.5205
","Accept or lean towards:moral generalism: 0.5556
","Accept or lean towards:moral generalism: 0.4762
Accept or lean towards:moral particularism: 0.4643
","Accept or lean towards:moral generalism: 0.5714
","Accept or lean towards:moral particularism: 0.44
Accept or lean towards:moral generalism: 0.4
","Accept or lean towards:moral generalism: 0.5439
","Accept or lean towards:moral generalism: 0.6667
","Accept or lean towards:moral generalism: 0.5
","Accept or lean towards:moral generalism: 0.5211
","Accept or lean towards:moral particularism: 0.4643
","Accept or lean towards:moral generalism: 0.5281
",*NA*,"Accept or lean towards:moral generalism: 0.4571
","Accept or lean towards:moral generalism: 0.6303
"
Morality,"Accept or lean towards:non-naturalism: 0.2871
Accept or lean towards:naturalist realism: 0.2772
Accept or lean towards:constructivism: 0.2871
","Accept or lean towards:constructivism: 0.3488
","Accept or lean towards:naturalist realism: 0.2687
Accept or lean towards:constructivism: 0.2537
","Accept or lean towards:naturalist realism: 0.3455
","Accept or lean towards:constructivism: 0.8
","Accept or lean towards:naturalist realism: 0.4909
","Accept or lean towards:constructivism: 0.3185
Accept or lean towards:non-naturalism: 0.2741
Accept or lean towards:naturalist realism: 0.3037
","Accept or lean towards:naturalist realism: 0.4286
","Accept or lean towards:constructivism: 0.3947
","Accept or lean towards:naturalist realism: 0.3143
","Accept or lean towards:naturalist realism: 0.3359
Accept or lean towards:non-naturalism: 0.3242
","Accept or lean towards:naturalist realism: 0.3684
","Accept or lean towards:naturalist realism: 0.3962
","Accept or lean towards:naturalist realism: 0.2688
","Accept or lean towards:naturalist realism: 0.4571
Accept or lean towards:non-naturalism: 0.4286
","Accept or lean towards:non-naturalism: 0.3636
","Accept or lean towards:naturalist realism: 0.3043
","Accept or lean towards:non-naturalism: 0.3714
Accept or lean towards:naturalist realism: 0.3224
","Accept or lean towards:non-naturalism: 0.3249
Accept or lean towards:naturalist realism: 0.2954
","Accept or lean towards:naturalist realism: 0.3214
Accept or lean towards:non-naturalism: 0.3095
","Accept or lean towards:naturalist realism: 0.3721
","Accept or lean towards:naturalist realism: 0.4333
","Accept or lean towards:naturalist realism: 0.5625
","Accept or lean towards:constructivism: 0.4483
","Accept or lean towards:naturalist realism: 0.2796
Accept or lean towards:non-naturalism: 0.2312
","Accept or lean towards:non-naturalism: 0.3333
","Accept or lean towards:naturalist realism: 0.2593
","Accept or lean towards:naturalist realism: 0.3835
","Accept or lean towards:naturalist realism: 0.3143
","Accept or lean towards:non-naturalism: 0.5446
","Accept or lean towards:constructivism: 0.4444
","Accept or lean towards:constructivism: 0.2619
Accept or lean towards:non-naturalism: 0.2143
Accept or lean towards:naturalist realism: 0.2381
","Accept or lean towards:constructivism: 0.3688
"
Normative concepts,"Accept or lean towards:value: 0.4217
","Accept or lean towards:value: 0.4211
","Accept or lean towards:reasons: 0.3333
","Accept or lean towards:value: 0.3966
",*NA*,"Accept or lean towards:value: 0.4423
","Accept or lean towards:value: 0.3833
","Accept or lean towards:value: 0.4737
","Accept or lean towards:reasons: 0.375
Accept or lean towards:value: 0.3438
","Accept or lean towards:value: 0.4231
","Accept or lean towards:value: 0.4044
","Accept or lean towards:value: 0.325
","Accept or lean towards:value: 0.3133
","Accept or lean towards:value: 0.3175
","Accept or lean towards:value: 0.3929
","Accept or lean towards:value: 0.3378
Accept or lean towards:reasons: 0.3108
","Accept or lean towards:value: 0.325
Accept or lean towards:reasons: 0.275
","Accept or lean towards:value: 0.4219
","Accept or lean towards:value: 0.3829
","Accept or lean towards:reasons: 0.3472
Accept or lean towards:value: 0.3333
","Accept or lean towards:value: 0.3235
","Accept or lean towards:value: 0.3836
","Accept or lean towards:reasons: 0.3636
","Accept or lean towards:value: 0.3333
","Accept or lean towards:value: 0.2941
","Accept or lean towards:ought: 0.3226
Accept or lean towards:value: 0.2903
","Accept or lean towards:reasons: 0.4091
","Accept or lean towards:value: 0.3757
","Accept or lean towards:value: 0.5
","Accept or lean towards:value: 0.493
",*NA*,"Accept or lean towards:value: 0.2941
","Accept or lean towards:value: 0.3497
Accept or lean towards:reasons: 0.3217
"
