Artist,Songs,Popularity,Link,Genre,Genres
Loa'ci,2,0,/loaci/,Rock,Post-Rock; Rock Alternativo; Rock
Lulu Santos,271,10,/lulu-santos/,Pop,Pop/Rock; Rock; Pop; MPB; Dance; Electronica; Romântico; Funk; Black Music; Gospel/Religioso; Rap; Funk Carioca; K-Pop/K-Rock; House; Disco; Surf Music; Axé; Soul Music; Reggae
Mamilo Mandala,10,0,/mamilo-mandala/,Rock,Classic Rock; Hard Rock; Rock
Mamonas Assassinas,23,5,/mamonas-assassinas/,Rock,Rock Alternativo; Pop/Rock; Rock; Punk Rock; Heavy Metal; Hard Rock; Axé; Forró; Metal; Post-Rock; Grunge; Gospel/Religioso; Folk; Electronica; Pagode; MPB; Sertanejo; Dance
Máquina Monstro,11,0,/maquina-monstro/,Rock,Pop/Rock; Rock Alternativo; Rock
Marku Ribas,9,0,/marku-ribas/,Rock,Samba; Funk; Rock; Axé
McFly,162,2.2,/mcfly/,Rock,Pop/Rock; Pop; Rock; Romântico; Rock Alternativo; Dance; Black Music; Pop/Punk; Punk Rock; Axé
Megadeth,190,1.1,/megadeth/,Rock,Heavy Metal; Hard Rock; Rock; Funk Carioca; Tropical House; Tecnopop; Soul Music; Trance; Funk
MGMT,58,0.6,/mgmt/,Rock,Psicodelia; Indie; Rock; Rock Alternativo; Electronica; Progressivo; Chillout; Folk
Michelle Branch,77,0.3,/michelle-branch/,Pop,Rock; Pop/Rock; Pop; Romântico; Soul Music
Muse,143,3.8,/muse/,Rock,Rock Alternativo; Indie; Rock; Progressivo; Piano Rock; Electronica; Gótico; Pop/Rock; Metal; Pagode; Post-Rock; Folk; Funk Carioca; Axé; Pop/Punk; Heavy Metal; Industrial; Emocore; Punk Rock
My Chemical Romance,96,2.3,/my-chemical-romance/,Rock,Rock Alternativo; Punk Rock; Rock; Hard Rock; Hardcore; Emocore; Gótico; Electro Swing; Post-Rock; Pop/Punk; Rockabilly; Pop; Electronica; Indie; Funk Carioca; Black Music
My Morning Jacket,101,0.1,/my-morning-jacket/,Rock,Indie; Folk; Rock
Nachos,9,0,/nachos/,Rock,Pop/Rock; Rock Alternativo; Rock
Naruto,134,2.9,/naruto/,Rock,J-Pop/J-Rock; Trilha Sonora; Rock; Rock Alternativo; Hard Rock; Punk Rock; Emocore; Hip Hop; Funk; Axé; Heavy Metal; Pop/Rock; Romântico; K-Pop/K-Rock; World Music; Gótico; Electronica; Infantil; Pop; Black Music; Rockabilly; Instrumental; Rap; Folk; Disco; Clássico; Dance; Pop/Punk; Sertanejo; Gospel/Religioso; Hardcore; Grunge; Samba Enredo; Pós-Punk; R&B; Jovem Guarda; MPB; Indie; Blues; Jazz
Neutral Milk Hotel,62,0,/neutral-milk-hotel/,Rock,Indie; Folk; Rock
Nick Jonas,82,1.9,/nick-jonas/,Pop,Pop/Rock; Romântico; Pop; Rock; Instrumental; Electronica; R&B; Blues; Dance; Hard Rock; Jazz; Soul Music
Nx Zero,122,3.4,/nxzero/,Rock,Rock
O Corvo,1,0,/o-corvo/,Rock,Punk Rock; Hardcore; Rock
O Rappa,97,10.2,/o-rappa/,Rock,Reggae; Rap; Rock; Pop/Rock; Black Music; Funk Carioca; Funk; Hip Hop; Grunge; Piano Rock; Rock Alternativo; Heavy Metal; Hard Rock; Axé; Forró; Pop; Hardcore; Trilha Sonora; Gótico; Folk; K-Pop/K-Rock; Blues; Trip-Hop; Reggaeton; Emocore; Soft Rock; Sertanejo; Gospel/Religioso; Jazz; World Music; Electronica; Samba; MPB; Surf Music
O.A.R.,103,0,/oar/,Pop,Pop
Oficina G3,134,2.3,/oficina-g3/,Rock,Hard Rock; Pop/Rock; Rock; Gospel/Religioso; Heavy Metal; Hardcore; Progressivo; Piano Rock; Rock Alternativo; Metal; Gótico; Soft Rock; Emocore; Funk; Black Music; Axé; Samba Enredo; Soul Music; Blues; Hip Hop; Post-Rock; Dance; Instrumental; Industrial; Rockabilly; Grunge; Funk Carioca; Pop; Infantil; J-Pop/J-Rock; Forró; MPB; Country; Trilha Sonora; Romântico
OneRepublic,83,9.1,/onerepublic/,Rock,Rock Alternativo; Pop/Rock; Rock; Pop; Indie; Trilha Sonora; Romântico; Soft Rock; Dance; Axé; Country; Piano Rock; Gospel/Religioso; Hard Rock; Blues; R&B; Clássico; New Wave; Pagode; Electro Swing; Rap; Funk; Hardcore; Folk; Punk Rock; Electronica; Gótico; Grunge; Hip Hop; Black Music; Funk Carioca; Emocore; Soul Music; Pop/Punk
Outside,1,0,/outside-11/,Rock,NA
Pablo Stinson,1,0,/pablo-stinson/,Hip Hop,Rap; Rock; Hip Hop
PAD,10,0,/pad/,Rock,Pop; Pop/Rock; Rock
Pato Fu,146,1.4,/pato-fu/,Pop,Rock; Pop/Rock; Pop; MPB; Indie; Rock Alternativo; Post-Rock; Soul Music; Psicodelia; Gospel/Religioso; Electronica
Pedra Letícia,39,1.1,/pedra-leticia/,Pop,Pop/Rock; Rock; Pop; Rock Alternativo; Hard Rock; Dance; Classic Rock; Tecnopop; Forró; Bossa Nova
Phoenix,60,0.6,/phoenix/,Rock,Indie; Rock Alternativo; Rock; Pop/Rock
Planet Hemp,51,2.1,/planet-hemp/,Hip Hop,Rap; Rock; Hip Hop; Hardcore; Reggae; Axé; Pop/Rock; Heavy Metal
Pull Down,63,0,/pull-down/,Rock,Metal; Rock Alternativo; Rock; Hardcore; Romântico; Hard Rock; Punk Rock; Pop/Punk; Axé; Heavy Metal
Raimundos,121,4.2,/raimundos/,Rock,Punk Rock; Hardcore; Rock; Pop/Rock; Hard Rock; Metal; Heavy Metal; Pós-Punk; Rock Alternativo; Reggae; Forró; Reggaeton; Gospel/Religioso; MPB; Ska; Hip Hop; Indie; Axé
Rainbow,75,0.6,/rainbow/,Rock,Hard Rock; Heavy Metal; Rock; Axé
Rick Rock,4,0,/rick-rock/,Pop,Rock; Hip Hop; Pop; Gospel/Religioso
Ricky Nelson,151,0.1,/ricky-nelson/,Rock,Rockabilly; Country; Rock; Classic Rock
Rijat,6,0,/rijat/,Rock,Pop/Rock; Blues; Rock
Rise Against,126,0.5,/rise-against/,Rock,Punk Rock; Hardcore; Rock; Rock Alternativo; Hard Rock; Funk; Pop/Rock; New Age; Heavy Metal
Romero,13,0,/romero/,Rock,Ska; Hardcore; Rock
Ronnie Von,109,0.5,/ronnie-von/,Rock,Romântico; Jovem Guarda; Rock; Psicodelia; MPB; Classic Rock
Rooliver,9,0,/rooliver/,Rock,Pop/Rock; Rock Alternativo; Rock
Roxette,207,9.7,/roxette/,Rock,Pop; Pop/Rock; Rock; Romântico; Clássico; Dance; Rock Alternativo; Power-Pop; Electronica; Axé; Grunge; Samba; Soul Music; Blues; Pop/Punk; Sertanejo; Black Music; Punk Rock; Hard Rock
Rude,7,0.1,/rude/,Pop,Pop/Rock; Rock; Pop; Hard Rock
Sagrado Rock de Cada dia,1,0,/sagrado-rock-de-cada-dia/,Rock,Pop/Rock; Hard Rock; Rock
Saliva,88,0.1,/saliva/,Rock,Heavy Metal; Hard Rock; Rock; Rock Alternativo; Hardcore
Sativos RRR,1,0,/sativos-rrr/,Rock,Reggae; Rap; Rock
SEPT-7,7,0,/sept-7/,Rock,Gospel/Religioso; Metal; Rock
Simple Plan,101,5.6,/simple-plan/,Rock,Pop/Rock; Pop/Punk; Rock; Punk Rock; Rock Alternativo; Romântico; Emocore; Pop; Country; Black Music; Electro Swing; Classic Rock; House; Dance; Gótico; Funk; Gospel/Religioso; Forró; Funk Carioca; Hard Rock; Soft Rock
Sintonizando Sonhos,4,0,/sintonizando-sonhos/,Pop,Reggae; Rock; Pop
Skank,139,12.3,/skank/,Pop,Pop/Rock; Rock; Pop; Rock Alternativo; MPB; Romântico; Reggae; Ska; Blues; Gospel/Religioso; Trilha Sonora; Axé; Classic Rock; Power-Pop; New Wave; Instrumental; R&B; Psicodelia; Pagode; Funk; Funk Carioca; Dance
Slipknot,114,6.7,/slipknot/,Rock,Hard Rock; Heavy Metal; Rock; Metal; New Age; Classic Rock; Funk Carioca; Funk; Punk Rock; Gótico; Axé; Rock Alternativo; Pop/Rock; Forró; Hardcore; Reggae; Pós-Punk; Black Music; Surf Music; Trip-Hop; Piano Rock; Pop; Dance; Soft Rock; Folk; Progressivo; Rap; Electronica; Country; Infantil; Tecnopop; Samba; Industrial; New Wave; Emocore
Snow Patrol,139,4.1,/snow-patrol/,Rock,Rock Alternativo; Pop/Rock; Rock; Indie; Romântico; Trilha Sonora; Piano Rock; Punk Rock; Pop; Axé; Electronica; Soft Rock; Funk Carioca
Sr. Bamba,25,0,/sr-bamba/,Rock,Rock
Stevens,28,0.1,/stevens/,Pop,Pop/Rock; Rock; Pop; Emocore; Romântico; Rock Alternativo; Heavy Metal; Disco
Sum 41,102,0.8,/sum-41/,Rock,Punk Rock; Pop/Punk; Rock; Hardcore; Hard Rock; Metal; Rock Alternativo; Surf Music; Piano Rock; Soft Rock; Jazz
Suspense,1,0,/suspense/,Rock,Progressivo; Rock Alternativo; Rock
Switchfoot,177,0.8,/switchfoot/,Rock,Pop/Rock; Gospel/Religioso; Rock; Rock Alternativo; Romântico; Trilha Sonora; Post-Rock; Pop; Surf Music
System of a Down,113,8.8,/system-of-a-down/,Rock,Heavy Metal; Hard Rock; Rock; Rock Alternativo; Metal; Hardcore; Pop; Pop/Rock; Progressivo; Axé; Piano Rock; K-Pop/K-Rock; Gótico; Funk; Punk Rock; R&B; Chillout; Samba; Indie; Bossa Nova; Post-Rock; Electronica; Forró; Country; Emocore; Black Music; Industrial; Rap; New Age
T-Remotto,2,0,/t-remotto/,Rock,Hardcore; Rap; Rock
Tadeu Fernandes,1,0,/tadeu-fernandes/,Rock,Progressivo; Blues; Rock
The Black Keys,128,1.3,/the-black-keys/,Rock,Rock Alternativo; Blues; Rock; Indie; Folk; Psicodelia
The Cab,38,0.1,/the-cab/,Pop,Pop/Rock; Rock; Pop; Rock Alternativo; Dance; Soul Music; Jazz; Romântico; Power-Pop; Pop/Punk; Emocore; Funk; Axé
The Cure,261,3.2,/the-cure/,Rock,Gótico; Pós-Punk; Rock; Rock Alternativo; Classic Rock; New Wave; Punk Rock; Romântico; Axé
The Killers,114,4.1,/the-killers/,Rock,Rock Alternativo; Indie; Rock; Pop/Rock; New Wave; Trilha Sonora; Gótico; Black Music; Soul Music; Axé; Punk Rock; Pós-Punk
The Kills,101,0.2,/the-kills/,Rock,Indie; Rock Alternativo; Rock
The Naked Brothers Band/Nat and Alex Wolff,75,0,/the-naked-brothers-band/,Pop,Pop
The Offspring,143,2.8,/the-offspring/,Rock,Hardcore; Punk Rock; Rock; Pop/Punk; Disco; Rock Alternativo; Grunge; Pop/Rock; Hard Rock
The Pretty Reckless,74,1.8,/the-pretty-reckless/,Rock,Rock Alternativo; Hard Rock; Rock; Punk Rock; Heavy Metal; Gótico; Grunge; Metal; Hip Hop; Pop; Country; Emocore; Hardcore; Disco; Dance; House; Blues; Pop/Punk; Indie; Axé
The Raconteurs,29,0.1,/the-raconteurs/,Rock,Rock Alternativo; Indie; Rock; Hard Rock; Folk; Gótico; Blues
The Shadows,2,0,/the-shadows/,Rock,Surf Music; Instrumental; Rock; Industrial
The Vaccines,54,0.2,/the-vaccines/,Rock,Rock Alternativo; Indie; Rock
The Veronicas,97,0.4,/the-veronicas/,Pop,Pop/Rock; Rock; Pop; Rock Alternativo; Pop/Punk; Dance; Electronica; Emocore; Gótico; House; Power-Pop; Axé; Tecnopop; Indie; Punk Rock; Romântico; Gospel/Religioso; J-Pop/J-Rock
Toby Mac,100,0.4,/toby-mac/,Hip Hop,Rock; Gospel/Religioso; Hip Hop; Pop/Rock; Pop; Dance; Rock Alternativo; Tecnopop; Electronica; Rap
Tokio Hotel,121,0.7,/tokio-hotel/,Rock,Rock Alternativo; Emocore; Rock; Pop/Rock; Punk Rock; Electronica; Dance; Pop; Black Music; Disco; Heavy Metal; Hard Rock; J-Pop/J-Rock; Funk Carioca; Pop/Punk
Torugo Teles,2,0,/torugo-teles/,Pop,Rock; Folk; Pop
Train,118,3.1,/train/,Rock,Pop/Rock; Rock Alternativo; Rock; World Music; Romântico; Pop; Blues; Piano Rock; R&B; Black Music; Surf Music; Country; Axé; Soul Music; Instrumental; Industrial; Forró; Trilha Sonora; Clássico; Sertanejo; Reggaeton; Grunge; Infantil; Trip-Hop; New Age; Disco; Hardcore; Bossa Nova; J-Pop/J-Rock; Dance; Jazz; Emocore; Hip Hop; Pagode; Folk; Soft Rock; Electronica; Indie; Punk Rock; Pop/Punk; Funk; Reggae; Gótico; Hard Rock
Triunfo Celeste,5,0,/triunfo-celeste/,Rock,Romântico; Gospel/Religioso; Rock
Vampire Weekend,43,0.2,/vampire-weekend/,Rock,Indie; Rock Alternativo; Rock; Pop/Rock; Folk
Van Halen,138,1.9,/van-halen/,Rock,Hard Rock; Heavy Metal; Rock; Axé; Classic Rock; Funk; Funk Carioca; World Music
Vanessa Carlton,73,1.8,/vanessa-carlton/,Rock,Pop/Rock; Pop; Rock; Romântico; Soul Music; Clássico; Indie; Soft Rock; Axé; Hard Rock; Chillout; Rock Alternativo; Gótico; Folk; Power-Pop; K-Pop/K-Rock; Bossa Nova
Vendettas,10,0,/vendettas/,Rock,Punk Rock; Rockabilly; Rock
Viktor Hiugo,8,0,/viktor-hiugo/,Sertanejo,Dance; Rock; Sertanejo
Voltéres,4,0,/volteres/,Rock,Post-Rock; Grunge; Rock
"We, The Kings",71,0,/we-the-kings/,Rock,Rock
X (band),64,0,/x-band/,Rock,Rock
Yellowcard,135,0.4,/yellowcard/,Rock,Punk Rock; Pop/Punk; Rock; Pop/Rock; Rock Alternativo; Romântico
3zi,2,0,/3zi/,Hip Hop,Funk Carioca; Pagode; Hip Hop
Abrahão,2,0,/abrahao/,Hip Hop,MPB; Rap; Hip Hop
Ace Hood,69,0.1,/ace-hood/,Hip Hop,Black Music; Rap; Hip Hop
AD-Beatz,1,0,/ad-beatz/,Hip Hop,House; Instrumental; Hip Hop
Akon,305,9.8,/akon/,Pop,Rap; Black Music; Pop; Hip Hop; R&B; Electronica; Dance; Reggae; Funk; Axé; House; Blues; Funk Carioca; J-Pop/J-Rock; Forró; Hard Rock; Sertanejo; Romântico; Country; Tecnopop; Instrumental; Samba; Infantil; Pagode; MPB; Gótico; Jovem Guarda; Heavy Metal; Emocore; Pop/Rock; Hardcore; Surf Music; Trip-Hop; Reggaeton; World Music; Clássico; Jazz; Bossa Nova; Pop/Punk; Pós-Punk; Gospel/Religioso; Rock; Indie; Soul Music; Industrial; Disco; Fado; New Age; Grunge; Power-Pop; Soft Rock; Punk Rock; Samba Enredo; Folk; Velha Guarda; Trilha Sonora
Banca LPS,7,0,/banca-lps/,Hip Hop,Black Music; Rap; Hip Hop
BigBang,175,1,/big-bang/,Pop,Pop
Birdman,70,0.1,/birdman/,Hip Hop,Black Music; Rap; Hip Hop
Black Eyed Peas,145,14,/black-eyed-peas/,Hip Hop,Electronica; Black Music; Hip Hop; Pop; Dance; Tecnopop; Pop/Punk; Disco; Pop/Rock; Axé; Rap; Romântico; Samba; Funk; J-Pop/J-Rock; Heavy Metal; Funk Carioca; Rock; Country; House; Rock Alternativo; Hardcore; Hard Rock; Gospel/Religioso; Gótico; Trip-Hop; Sertanejo; Trance; MPB; R&B; Forró; Reggae; Blues; Bossa Nova; Jazz; Clássico; Rockabilly; Infantil; Trilha Sonora; Pagode; Power-Pop; Velha Guarda; Soft Rock; Grunge; Emocore; Industrial; Reggaeton; Jovem Guarda; Folk; New Age; Punk Rock; Soul Music; Samba Enredo; K-Pop/K-Rock; Instrumental; World Music; Regional; New Wave; Indie; Surf Music; Ska; Pós-Punk; Chillout; Psicodelia; Post-Rock
Black Threee,3,0,/black-threee/,Hip Hop,Black Music; Gospel/Religioso; Hip Hop
Caique Free,1,0,/caique-free/,Hip Hop,R&B; Rap; Hip Hop
Chantelle Paige,7,0,/chantelle-paige/,Hip Hop,R&B; Pop; Hip Hop; Funk; Axé
Chiddy Bang,28,0,/chiddy-bang/,Pop,Rap; Hip Hop; Pop; Dance
Chris Brown,563,14.3,/chris-brown/,Pop,Rap; Hip Hop; Pop; Black Music; R&B; Pop/Rock; Soul Music; Electronica; House; Blues; Axé; Sertanejo; Funk Carioca; Forró; Romântico; Gospel/Religioso; Rock; Jazz; Pagode; Funk; Gótico; Country; Trip-Hop; Tecnopop; Disco; Clássico; Trilha Sonora; Dance; Infantil; Hardcore; Jovem Guarda; Emocore; Power-Pop; MPB; J-Pop/J-Rock; Reggae; Samba; Instrumental; Hard Rock; Pop/Punk; Heavy Metal; Punk Rock; Folk; Velha Guarda; Industrial; K-Pop/K-Rock; Surf Music; Bossa Nova; Samba Enredo; Grunge; Ska; Electro Swing; Regional; Kizomba; Rock Alternativo; Post-Rock; Soft Rock; Psicodelia; New Age; Indie; New Wave
Christina Milian,62,0,/christina-milian/,Pop,Romântico; Hip Hop; Pop; R&B; Black Music; Axé; Jazz
Cyber,30,0.1,/cyber/,Hip Hop,R&B; Rap; Hip Hop
D'Sarme,5,0.1,/dsarme/,Hip Hop,Rap; Gospel/Religioso; Hip Hop
Dagaz Ten,22,0,/dagaz-ten/,Hip Hop,World Music; R&B; Hip Hop; Rap; Heavy Metal; Hardcore
Deejay FB,19,0,/deejay-fb/,Hip Hop,Pop; Rap; Hip Hop
Eddie Blue Demolidor,11,0,/eddie-blue-demolidor/,Hip Hop,Gospel/Religioso; Rap; Hip Hop
Ênzil,0,0,/enzil/,Hip Hop,Rap; Pop/Rock; Hip Hop
Família Free Rap,1,0,/familia-free-rap/,Hip Hop,Reggae; Rap; Hip Hop
Far East Movement,69,0.3,/far-east-movement/,Pop,Dance; Electronica; Pop; Hip Hop; House; Trance; Trilha Sonora; Trip-Hop; Tecnopop; Black Music; Funk; Rap
Flobots,31,0,/flobots/,Rock,Rap; Hip Hop; Rock; Jazz; Tecnopop; Hard Rock; Axé; Indie; Funk; Heavy Metal; Pop/Rock
Guiga,12,0,/guiga/,Hip Hop,MPB; Rap; Hip Hop
Ice Cube,236,1.3,/ice-cube/,Hip Hop,Rap; Black Music; Hip Hop; R&B; Velha Guarda; Axé; J-Pop/J-Rock
Iggy Azalea,87,2.7,/iggy-azalea/,Pop,Rap; Hip Hop; Pop; Electronica; Black Music; Dance; Funk Carioca; House; Pop/Rock; Electro Swing; R&B; Country; Power-Pop; Indie; Blues; Rock; Funk; Gótico; Sertanejo; Pagode; Infantil; Axé; World Music; Reggae; Trilha Sonora; Trip-Hop
Iyaz,24,0.1,/iyaz/,Pop,Hip Hop; Black Music; Pop; R&B; Rap; Dance; Electronica; Fado; Funk; Rock; Blues; Funk Carioca; World Music; Pop/Rock; Romântico; Jazz; Bossa Nova; Axé; Forró; Tecnopop
Jamie Foxx,91,0.3,/jamie-foxx/,Hip Hop,Soul Music; R&B; Hip Hop; Black Music; Rap
Jason Derulo,103,3.1,/jason-derulo/,Hip Hop,Pop; R&B; Hip Hop; Black Music; Dance; Romântico; Power-Pop; Funk; Electronica; Rap; Axé; Sertanejo; New Wave; MPB; Chillout; House; Infantil; Instrumental; Trip-Hop; Emocore; Tecnopop
Jason Salles,17,0,/jason-salles/,Hip Hop,Rap; Pop; Hip Hop
Jhonis,1,0,/jhonis/,Pop,Hip Hop; Rap; Pop
Justin Timberlake,135,14.5,/justin-timberlake/,Pop,Hip Hop; Dance; Pop; Black Music; Romântico; R&B; Pop/Rock; Axé; Blues; Funk; Electronica; Rap; World Music; Soul Music; Reggae; Country; Funk Carioca; Jazz; Infantil; Trilha Sonora; Chillout; K-Pop/K-Rock; Hardcore; Power-Pop; Hard Rock; Disco; Trip-Hop; Rock Alternativo; Soft Rock; Gótico; House; Rock; Samba; Jovem Guarda; MPB; Forró; Emocore; Tecnopop; J-Pop/J-Rock; Bossa Nova; Heavy Metal; Pagode
Leo Kiss,1,0,/leo-kiss/,Funk Carioca,Hip Hop; Pop; Funk Carioca
Luckye Hip-Hop,4,0,/luckye-hip-hop/,Hip Hop,Rap; Dance; Hip Hop
M.I.A.,117,0.9,/m-i-a/,Pop,Pop
Mac Miller,212,1.4,/mac-miller/,Pop,Hip Hop; Rap; Pop
Mac Team The Brothers,1,0,/mac-team-the-brothers/,Hip Hop,Kizomba; R&B; Hip Hop
Madd Jay,0,0,/madd-jay/,Hip Hop,Regional; Industrial; Hip Hop
Mano Lee,8,0,/mano-lee/,Hip Hop,R&B; Instrumental; Hip Hop
Marcelo D2,115,4.6,/marcelo-d2/,Samba,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
Marihanna,4,0,/marihanna/,Pop,R&B; Hip Hop; Pop; Soul Music; Black Music; Rap
Marofonia,2,0,/marofonia/,Hip Hop,Trip-Hop; Rap; Hip Hop
Mateus Lacerda,2,0,/mateus-lacerda/,Hip Hop,MPB; House; Hip Hop
Matuê,14,4.7,/matue/,Hip Hop,R&B; Rap; Hip Hop; Trance
Mc Capataz Drimer,2,0,/mc-capataz-drimer/,Hip Hop,Trip-Hop; Rap; Hip Hop
MC DALLUZ,1,0,/mc-dalluz/,Hip Hop,Trip-Hop; Reggae; Hip Hop
MC Gordão MK,3,0,/mc-gordao-mk/,Funk Carioca,Rap; Hip Hop; Funk Carioca
Mc Patrick MF,4,0,/mc-patrick-mf/,Hip Hop,Funk Carioca; Rap; Hip Hop
MCM Geomagic,6,0,/mcm-geomagic/,Hip Hop,Instrumental; House; Hip Hop
Meek Mill,96,0.5,/meek-mill/,Hip Hop,Rap; Black Music; Hip Hop; Funk; Electro Swing; Funk Carioca
Mindless Behavior,31,0,/mindless-behavior/,Pop,Hip Hop; R&B; Pop; Black Music; Dance; Rap; House; Trip-Hop; Axé; Romântico; Funk; Funk Carioca; Pagode; J-Pop/J-Rock; Pop/Rock; Electronica
MNC,2,0,/mnc/,Hip Hop,R&B; Rap; Hip Hop
Money Talks Records,0,0,/money-talks-records/,Hip Hop,Dance; R&B; Hip Hop
Mvp,10,0,/m-v-p/,Hip Hop,Hip Hop
N-Dubz,28,0,/n-dubz/,Pop,Hip Hop; Rap; Pop; R&B; Black Music; Dance; Electronica; Heavy Metal; Axé; Punk Rock; Romântico
Nathan Felipe,1,0,/nathan-felipe/,Hip Hop,Pop/Rock; R&B; Hip Hop
Nelly,169,3.1,/nelly/,Hip Hop,Rap; Black Music; Hip Hop; Romântico; Pop; New Age; House; Trip-Hop; Funk Carioca; Funk; Dance; R&B
Nelly Furtado,136,2,/nelly-furtado/,Hip Hop,R&B; Pop; Hip Hop; Dance; Romântico; Electronica; Folk; World Music; Axé; Funk Carioca; Rap; Pop/Rock; Black Music; House; Funk; Tecnopop; Jazz; Pagode; Trip-Hop; K-Pop/K-Rock; Blues; Country; Jovem Guarda; Sertanejo; Infantil
Nellyy Chris,3,0,/nellyy-chris/,Hip Hop,R&B; Pop; Hip Hop
Nicki Minaj,270,13.9,/nicki-minaj/,Hip Hop,Rap; Pop; Hip Hop; R&B; Dance; Electronica; Black Music; World Music; Axé; Funk Carioca; Pop/Rock; Tecnopop; Funk; Sertanejo; House; Country; Pop/Punk; Electro Swing; Disco; Hard Rock; Power-Pop; Romântico; Blues; Gótico; Trip-Hop; Infantil; J-Pop/J-Rock; Gospel/Religioso; Rock Alternativo; Forró; Trilha Sonora; Jazz; Grunge; New Age; K-Pop/K-Rock; Bossa Nova; Reggae; Psicodelia; Rock; Classic Rock; Heavy Metal; MPB; Piano Rock; Trance; Samba; Velha Guarda; Reggaeton; Chillout; Indie; Industrial; Soul Music
Nova Pátria Hip Hop,14,0,/nova-patria-hip-hop/,Hip Hop,R&B; Rap; Hip Hop; Gospel/Religioso
Noventa31,1,0,/noventa31/,Hip Hop,Electronica; Black Music; Hip Hop
OJAN,3,0,/ojan/,Hip Hop,Rap; Reggae; Hip Hop
Ojay,6,0,/ojay/,Hip Hop,Kizomba; Jazz; Hip Hop
Omnira,7,0,/omnira/,Hip Hop,World Music; Black Music; Hip Hop
Oriente,60,6.5,/oriente/,Hip Hop,Rap; Reggae; Hip Hop; Funk; Axé; Romântico; World Music; Funk Carioca; Reggaeton; Black Music; Electronica; Regional; Blues; Samba; Progressivo; Trilha Sonora; Metal; Trip-Hop; R&B; Rock; Soul Music; Fado; Surf Music
Pablo Nunes,12,0,/pablo-nunes/,Hip Hop,R&B; Rap; Hip Hop
Patrona,5,0,/patrona/,Pop,Dance; Hip Hop; Pop
Pitbull,242,2.6,/pitbull/,Hip Hop,Dance; Pop; Hip Hop; Electronica; Rap; Black Music; Sertanejo; Gospel/Religioso; Country; Disco; House; Reggaeton; R&B; Funk Carioca; Kizomba; Blues; Jazz; Samba; Trip-Hop; Tecnopop; Axé; Pop/Rock; Reggae
PJ Morton,37,0,/pj-morton/,Pop,R&B; Soul Music; Pop; Hip Hop
RapdaMente XXI,1,0,/rapdamente-xxi/,Hip Hop,R&B; Rap; Hip Hop
Rapper BreakDown,2,0,/rapper-breakdown/,Hip Hop,R&B; Rap; Hip Hop
Roco e Diego,1,0,/roco-e-diego/,Pop,Hip Hop; Reggae; Pop
Sean Kingston,86,1.9,/sean-kingston/,Hip Hop,Pop; R&B; Hip Hop; Reggae; Black Music; Dance; Rap; Electronica; Pop/Punk; World Music; Axé; Gospel/Religioso; Velha Guarda; Hard Rock; Infantil; Pagode; Instrumental; Blues; J-Pop/J-Rock; Funk; Romântico
Shanell,95,0.1,/shanell/,Hip Hop,Pop; R&B; Hip Hop; Dance; Soul Music; Black Music; Electronica
Sharon DarkSide,1,0,/sharon-darkside/,Hip Hop,Pop; R&B; Hip Hop
Soulja Boy,229,2.9,/soulja-boy/,Hip Hop,Black Music; Rap; Hip Hop; Dance; Trip-Hop; World Music; Electronica; R&B; Disco; Romântico; Axé
The Pussycat Dolls,54,3.4,/the-pussycat-dolls/,Hip Hop,Dance; Black Music; Hip Hop; R&B; Pop; Romântico; Pop/Rock; Electronica; Axé; Funk; Jazz; Forró; Gótico; Disco; Trilha Sonora; Power-Pop; Tecnopop; Country; Funk Carioca; Hard Rock; Pop/Punk; House; Infantil; Indie; Blues; Heavy Metal; Rock; Piano Rock; Rock Alternativo; Samba; Clássico; Sertanejo; Gospel/Religioso; J-Pop/J-Rock; Rap; Emocore; Jovem Guarda; Electro Swing; Folk; Psicodelia; Chillout; Trip-Hop; Grunge; Soft Rock; Hardcore; World Music; Bossa Nova; Reggaeton; Punk Rock; MPB; Instrumental; Industrial; Soul Music; Reggae; Pagode
Thi Ortiz,8,0,/thi-ortiz/,Hip Hop,Rap; MPB; Hip Hop
Tinashe,102,0.6,/tinashe/,Pop,R&B; Hip Hop; Pop; Black Music; Rap; Romântico; Blues; Dance; Funk; Electronica; Disco; Axé; Forró; Emocore
Travie McCoy,21,0.4,/travie-mccoy/,Pop,Hip Hop; Reggae; Pop; Rap; Pop/Rock; Electro Swing; Funk Carioca; R&B; Black Music; Dance
Trezeback,1,0,/trezeback/,Hip Hop,Pop; Rap; Hip Hop
Triinko,0,0,/triinko/,Hip Hop,Rap; Electronica; Hip Hop
Usher,255,4.3,/usher/,Hip Hop,Black Music; R&B; Hip Hop; Rap; Romântico; Pop; Electronica; Axé; Trip-Hop; Dance; Funk; Funk Carioca; House; Pop/Rock; World Music; Tecnopop; Gospel/Religioso; Hard Rock; Country; Blues; Pop/Punk; Emocore; Soul Music; Power-Pop; Rock; Jazz; J-Pop/J-Rock; Disco; Infantil; Kizomba; Velha Guarda; Fado; Heavy Metal; Surf Music; Gótico; Sertanejo; Soft Rock; Folk; Punk Rock; Instrumental; Pagode; Hardcore; Reggae; Samba; Clássico; Forró
Vayölla,3,0,/vayolla/,Pop,Hip Hop; Rap; Pop
